v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,class
29,2,1,2,83,415,0.109999999,9.170000076,45.27000046,3804.169922,0.140000001,211.3399963,21,0,5,0,7,73,411,273,71,0
33,2,1,2,142,710,0.059999999,16.06999969,44.15999985,11416.0498,0.239999995,634.2299805,24,0,6,0,9,69,570,336,71,0
24,1,1,1,99,470.730011,0.079999998,12.38000011,38.04000092,5825.330078,0.159999996,323.6300049,16,0,5,0,7,55,481,279,1,0
23,1,1,1,87,404.019989,0.100000001,10.32999992,39.09999847,4174.830078,0.129999995,231.9299927,17,0,4,0,4,49,452,240,1,0
5,1,1,1,12,41.50999832,0.330000013,3,13.84000015,124.5400009,0.01,6.920000076,3,0,0,0,58,113,507,349,1,0
10,1,1,1,19,74.23000336,0.25,4,18.55999947,296.9200134,0.02,16.5,7,0,1,0,65,137,49,412,1,0
28,5,5,4,71,351.75,0.07,15.18000031,23.17000008,5339.029785,0.119999997,296.6099854,17,4,4,1,14,42,399,182,138,0
19,2,1,2,45,203.5599976,0.100000001,9.75,20.87999916,1984.709961,0.07,110.2600021,12,0,4,0,9,4,264,67,71,0
6,1,1,1,23,85.11000061,0.409999996,2.440000057,34.81999969,208.0500031,0.029999999,11.56000042,4,0,0,0,41,161,49,17,1,0
14,1,1,1,46,208.0800018,0.200000003,5.070000172,41.06999969,1054.290039,0.07,58.56999969,9,0,3,0,65,49,229,115,1,0
22,1,1,1,61,290.0499878,0.170000002,6,48.34000015,1740.290039,0.100000001,96.68000031,14,0,5,0,66,66,329,171,1,0
18,1,1,1,74,325.0299988,0.07,13.75,23.63999939,4469.180176,0.109999999,248.2899933,12,0,4,0,7,4,416,182,1,0
22,3,1,3,49,224.6600037,0.119999997,8.270000458,27.15999985,1858.579956,0.07,103.25,15,0,5,0,9,15,312,54,100,0
53,7,1,4,166,911.6500244,0.039999999,22.32999992,40.81999969,20360.13086,0.300000012,1131.119995,37,3,10,0,16,85,580,401,22,0
57,5,5,3,140,781.8900146,0.059999999,17.70000076,44.16999817,13839.54004,0.25999999,768.8599854,35,13,7,0,16,90,539,385,138,0
88,14,5,13,270,1574.880005,0.039999999,26,60.56999969,40946.89063,0.519999981,2274.830078,73,0,13,0,17,99,110,10,67,0
22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
23,1,1,1,82,417.1700134,0.100000001,9.819999695,42.49000168,4095.870117,0.140000001,227.5500031,18,0,5,0,8,75,399,279,1,0
18,1,1,1,45,194.4900055,0.109999999,9.170000076,21.21999931,1782.800049,0.059999999,99.04000092,13,0,5,0,7,161,264,67,1,0
29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
70,12,1,8,196,1088.699951,0.050000001,20.79000092,52.36000061,22637.43945,0.360000014,1257.640015,56,0,12,0,16,88,64,401,59,0
19,3,1,2,53,243,0.109999999,9.449999809,25.70000076,2297.47998,0.079999998,127.6399994,12,0,5,0,9,15,329,80,100,0
31,4,1,3,62,312.75,0.090000004,11.25,27.79999924,3518.459961,0.100000001,195.4700012,25,1,3,0,11,66,312,203,112,0
35,12,10,6,95,451.7099915,0.039999999,22.62000084,19.96999931,10215.69043,0.150000006,567.539978,30,0,3,0,10,33,438,314,59,0
8,1,1,1,24,91.37999725,0.419999987,2.400000095,38.06999969,219.3000031,0.029999999,12.18000031,6,0,0,0,41,4,49,30,1,0
13,2,1,2,15,45,0.330000013,3,15,135,0.02,7.5,7,3,1,0,41,101,560,387,71,0
45,16,14,8,126,605.7299805,0.039999999,27.5,22.03000069,16657.48047,0.200000003,925.4199829,40,0,3,0,10,42,512,366,73,0
13,1,1,1,38,161.4199982,0.289999992,3.390000105,47.58000183,547.6799927,0.050000001,30.43000031,10,0,1,0,54,42,138,115,1,0
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
37,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,22,0
54,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,0
33,5,1,1,83,435.5799866,0.109999999,9.329999924,46.66999817,4065.389893,0.150000006,225.8600006,20,4,5,0,10,78,429,248,138,0
9,1,1,1,25,102.1900024,0.200000003,5.059999943,20.19000053,517.3200073,0.029999999,28.73999977,5,0,2,0,66,148,103,452,1,0
20,1,1,1,79,383.7799988,0.090000004,10.68999958,35.88999939,4104.310059,0.129999995,228.0200043,14,0,4,0,7,66,384,273,1,0
9,1,1,1,27,110.3600006,0.200000003,4.889999866,22.56999969,539.5499878,0.039999999,29.96999931,5,0,2,0,65,161,103,17,1,0
23,1,1,1,100,512.9199829,0.090000004,11.22000027,45.72999954,5753.720215,0.170000002,319.6499939,17,0,4,0,8,77,457,318,1,0
26,2,1,2,89,456.5100098,0.119999997,8.020000458,56.91999817,3661.560059,0.150000006,203.4199982,18,0,6,0,7,78,442,273,71,0
21,10,9,2,54,250.7700043,0.079999998,12.75,19.67000008,3197.290039,0.079999998,177.6300049,13,5,1,0,11,4,329,92,51,0
70,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,53,0
10,1,1,1,15,49.83000183,0.400000006,2.5,19.93000031,124.5699997,0.02,6.920000076,5,0,3,0,54,113,4,349,1,0
15,3,1,2,52,249.9799957,0.090000004,10.96000004,22.80999947,2740.189941,0.079999998,152.2299957,7,1,5,0,11,33,293,115,100,0
66,11,7,4,167,696.3800049,0.02,56.56999969,12.31000042,39395.07031,0.230000004,2188.610107,48,0,14,1,7,137,570,417,53,0
78,11,7,4,103,402.4100037,0.02,55,7.320000172,22132.53906,0.129999995,1229.589966,35,0,38,1,7,101,481,304,53,0
73,9,3,8,312,1625.349976,0.02,45.95999908,35.36999893,74695.40625,0.540000021,4149.740234,56,0,13,0,10,77,105,69,44,0
163,19,16,6,258,1353.969971,0.02,52.5,25.79000092,71083.17969,0.449999988,3949.070068,70,39,40,12,17,69,95,11,82,0
28,3,1,3,76,361.3699951,0.039999999,24.72999954,14.60999966,8935.730469,0.119999997,496.4299927,17,1,6,0,13,15,369,266,100,0
4,1,1,1,7,19.64999962,0.5,2,9.829999924,39.29999924,0.01,2.180000067,2,0,0,0,41,89,353,231,1,0
37,8,7,4,82,370.9299927,0.050000001,22.10000038,16.78000069,8197.599609,0.119999997,455.4200134,24,4,4,1,9,4,411,266,34,0
38,8,7,4,82,370.9299927,0.050000001,22.10000038,16.78000069,8197.599609,0.119999997,455.4200134,24,4,4,1,9,4,411,266,34,0
4,1,1,1,7,19.64999962,0.5,2,9.829999924,39.29999924,0.01,2.180000067,2,0,0,0,41,89,353,231,1,0
46,9,7,1,129,566.6099854,0.029999999,36,15.73999977,20397.91992,0.189999998,1133.219971,29,8,3,4,8,161,524,361,44,0
30,1,1,1,55,237.7100067,0.219999999,4.5,52.81999969,1069.680054,0.079999998,59.43000031,15,6,7,0,54,49,241,203,1,0
17,3,1,2,40,172.8800049,0.090000004,11,15.72000027,1901.650024,0.059999999,105.6500015,12,0,3,0,7,161,174,104,100,0
7,2,1,2,9,27,0.400000006,2.5,10.80000019,67.5,0.01,3.75,5,0,0,0,54,89,466,231,71,0
14,2,1,2,37,154.2899933,0.100000001,10,15.43000031,1542.869995,0.050000001,85.72000122,11,0,1,0,8,125,229,4,71,0
14,2,1,2,44,179.8500061,0.090000004,11,16.35000038,1978.329956,0.059999999,109.9100037,11,0,1,0,7,125,283,30,71,0
7,1,1,1,18,68.52999878,0.219999999,4.5,15.22999954,308.3999939,0.02,17.12999916,4,0,1,0,66,113,65,349,1,0
14,2,1,1,44,146.1600037,0.050000001,18.67000008,7.829999924,2728.409912,0.050000001,151.5800018,11,0,0,1,61,89,241,80,71,0
4,1,1,1,9,27,0.330000013,3,9,81,0.01,4.5,2,0,0,0,58,71,507,125,1,0
6,1,1,1,8,20.68000031,0.670000017,1.5,13.78999996,31.02000046,0.01,1.720000029,3,0,1,0,30,89,422,231,1,0
27,6,1,3,95,396.1400146,0.029999999,30,13.19999981,11884.29004,0.129999995,660.2399902,21,0,1,3,8,125,489,232,10,0
10,4,4,1,35,158.3200073,0.100000001,9.75,16.22999954,1543.670044,0.050000001,85.76000214,6,1,1,0,9,4,152,67,120,0
79,28,27,13,349,2287.550049,0.050000001,21.62000084,105.8000031,49460.57031,0.75999999,2747.810059,78,0,1,0,19,142,137,81,107,0
89,8,1,7,195,1151.839966,0.050000001,21.70999908,53.04999924,25007.13086,0.379999995,1389.290039,61,13,13,0,21,99,50,425,22,0
86,13,3,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,64,0
60,14,1,1,175,931.3400269,0.090000004,11.60999966,80.19999695,10815.53027,0.310000002,600.8599854,55,0,3,0,66,91,570,436,67,0
20,3,1,3,29,127.3799973,0.170000002,6.050000191,21.04999924,770.6300049,0.039999999,42.81000137,12,7,1,0,7,4,127,17,100,0
32,6,5,5,52,241.4799957,0.090000004,11.38000011,21.22999954,2746.840088,0.079999998,152.6000061,19,12,1,0,9,25,273,137,10,0
95,17,7,9,295,1808.140015,0.02,42,43.04999924,75941.82031,0.600000024,4218.990234,81,0,12,0,31,102,131,21,76,0
11,2,1,2,13,41.20999908,0.400000006,2.5,16.47999954,103.0199966,0.01,5.71999979,9,0,0,0,54,101,560,303,71,0
32,4,1,4,87,438.8599854,0.07,14.73999977,29.78000069,6467.439941,0.150000006,359.2999878,26,1,3,0,10,69,404,304,120,0
22,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,44,0
122,14,1,1,447,2148.889893,0.01,113.5899963,18.92000008,244094.0938,0.720000029,13560.78027,88,21,11,0,14,15,265,63,67,0
5,1,1,1,21,72.65000153,0.349999994,2.859999895,25.43000031,207.5700073,0.02,11.52999973,3,0,0,0,41,137,34,4,1,0
80,28,26,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,107,0
4,1,1,1,5,11.60999966,0.670000017,1.5,7.739999771,17.40999985,0,0.970000029,2,0,0,0,30,71,263,125,1,0
5,1,1,1,10,31.70000076,0.330000013,3,10.56999969,95.09999847,0.01,5.28000021,3,0,0,0,58,89,507,231,1,0
15,4,3,2,32,142.6999969,0.119999997,8.670000076,16.46999931,1236.75,0.050000001,68.70999908,10,1,2,0,9,161,152,30,120,0
31,6,5,1,68,311.7799988,0.050000001,20,15.59000015,6235.549805,0.100000001,346.4200134,20,6,3,0,11,161,384,171,10,0
21,4,1,2,60,294.4100037,0.100000001,10.31999969,28.52000046,3039.389893,0.100000001,168.8500061,15,0,4,0,9,62,293,203,120,0
5,1,1,1,10,33.22000122,0.330000013,3,11.06999969,99.66000366,0.01,5.539999962,2,1,0,0,58,101,466,303,1,0
9,3,1,2,18,68.52999878,0.159999996,6.300000191,10.88000011,431.75,0.02,23.98999977,6,0,1,0,66,113,34,412,100,0
4,2,1,1,12,41.50999832,0.400000006,2.5,16.61000061,103.7799988,0.01,5.769999981,2,0,0,0,54,125,466,387,71,0
6,1,1,1,1,0,0,0,0,0,0,0,1,3,0,0,2,1,2,1,1,0
22,3,1,3,70,320.9500122,0.079999998,12.27000046,26.15999985,3937.780029,0.109999999,218.7700043,16,0,4,0,7,33,361,222,100,0
4,1,1,1,5,11.60999966,0.670000017,1.5,7.739999771,17.40999985,0,0.970000029,2,0,0,0,30,71,263,125,1,0
9,4,1,3,22,88,0.170000002,5.789999962,15.21000004,509.1400146,0.029999999,28.29000092,6,0,1,0,66,137,65,452,120,0
7,2,1,1,15,51.88999939,0.189999998,5.25,9.880000114,272.4299927,0.02,15.14000034,5,0,0,0,61,101,560,387,71,0
33,6,6,6,134,717.9099731,0.029999999,35.13999939,20.43000031,25226.63086,0.239999995,1401.47998,27,0,6,0,22,66,532,366,10,0
29,3,1,3,111,590.7299805,0.079999998,12.27999973,48.11000061,7252.899902,0.200000003,402.9400024,21,4,2,0,9,85,467,353,100,0
32,6,1,6,82,402.3699951,0.07,15,26.81999969,6035.47998,0.129999995,335.2999878,26,1,3,0,11,49,433,232,10,0
109,13,11,6,223,1300.72998,0.029999999,30.90999985,42.08000183,40204.51953,0.430000007,2233.580078,55,36,16,0,23,93,76,445,64,0
21,4,3,4,76,338.9200134,0.039999999,26.67000008,12.71000004,9037.780273,0.109999999,502.1000061,18,0,1,0,13,125,452,126,120,0
22,4,3,4,108,535.0499878,0.039999999,25.06999969,21.35000038,13412,0.180000007,745.1099854,20,0,2,0,13,49,474,336,120,0
32,6,1,6,82,402.3699951,0.07,15,26.81999969,6035.47998,0.129999995,335.2999878,26,1,3,0,11,49,433,232,10,0
5,1,1,1,13,43.18999863,0.270000011,3.75,11.52000046,161.9400024,0.01,9,3,0,0,0,58,101,535,349,1,0
10,2,1,2,28,109.3899994,0.129999995,8,13.67000008,875.1400146,0.039999999,48.61999893,7,0,1,0,65,137,78,54,71,0
16,3,1,2,39,181.1100006,0.150000006,6.679999828,27.12000084,1209.560059,0.059999999,67.19999695,12,0,2,0,7,42,174,92,100,0
14,5,5,3,51,233.8300018,0.059999999,15.82999992,14.77000046,3702.360107,0.079999998,205.6900024,11,0,1,0,11,161,283,115,138,0
30,3,1,3,80,384.5899963,0.079999998,12.38000011,31.07999992,4759.279785,0.129999995,264.3999939,19,4,5,0,8,55,404,258,100,0
28,2,1,2,66,285.25,0.059999999,15.89000034,17.95000076,4532.259766,0.100000001,251.7899933,20,1,3,1,7,161,354,193,71,0
25,4,1,2,97,471.2200012,0.050000001,18.28000069,25.78000069,8614.570313,0.159999996,478.5899963,18,0,3,2,9,55,433,328,120,0
26,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,53,0
7,2,1,1,15,49.83000183,0.170000002,6,8.300000191,298.9700012,0.02,16.61000061,4,0,1,0,58,101,507,435,71,0
7,2,1,1,15,51.88999939,0.209999993,4.800000191,10.81000042,249.0800018,0.02,13.84000015,4,0,1,0,58,113,507,435,71,0
29,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,0
4,1,1,1,5,11.60999966,0.670000017,1.5,7.739999771,17.40999985,0,0.970000029,2,0,0,0,30,71,263,125,1,0
15,3,3,1,30,125.0999985,0.119999997,8.640000343,14.47000027,1081.199951,0.039999999,60.06999969,8,0,5,0,7,137,138,17,100,0
42,5,1,5,74,347.8299866,0.079999998,12.47000027,27.89999962,4336.310059,0.119999997,240.9100037,29,6,5,0,7,49,354,266,138,0
8,1,1,1,33,125.6399994,0.310000002,3.200000048,39.25999832,402.0599976,0.039999999,22.34000015,5,1,0,0,41,4,114,80,1,0
13,3,1,1,29,123.1900024,0.079999998,11.92000008,10.34000015,1468.01001,0.039999999,81.55999756,8,1,1,0,9,125,127,17,100,0
12,1,1,1,42,164.0899963,0.189999998,5.329999924,30.77000046,875.1400146,0.050000001,48.61999893,8,0,0,0,58,161,220,80,1,0
4,1,1,1,5,11.60999966,0.670000017,1.5,7.739999771,17.40999985,0,0.970000029,2,0,0,0,30,71,263,125,1,0
4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
96,35,31,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,119,0
10,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,71,0
5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
34,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,82,0
32,7,5,1,74,373.2900085,0.039999999,27.12999916,13.76000023,10125.36035,0.119999997,562.5200195,22,6,2,0,20,25,376,240,22,0
28,9,7,3,95,423.6499939,0.039999999,22.75,18.62000084,9637.950195,0.140000001,535.4400024,24,0,0,0,10,148,504,193,44,0
44,9,4,7,129,620.1500244,0.029999999,30,20.67000008,18604.46094,0.209999993,1033.569946,36,0,5,0,11,33,529,355,44,0
24,3,3,2,68,288.8599854,0.090000004,11.64000034,24.81999969,3361.27002,0.100000001,186.7400055,15,4,3,0,65,15,321,248,100,0
18,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,71,0
42,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,138,0
42,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,138,0
42,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,138,0
24,3,1,3,60,294.4100037,0.129999995,7.670000076,38.40000153,2257.169922,0.100000001,125.4000015,20,0,2,0,8,66,329,159,100,0
23,2,1,2,56,263.2200012,0.100000001,9.859999657,26.70000076,2594.639893,0.090000004,144.1499939,14,3,4,0,8,42,293,159,71,0
25,2,1,2,48,203.8999939,0.079999998,13.06000042,15.60999966,2663.449951,0.07,147.9700012,17,1,3,1,7,148,252,115,71,0
9,1,1,1,19,60.22999954,0.670000017,1.5,40.15000153,90.33999634,0.02,5.019999981,7,0,0,0,30,125,65,387,1,0
13,4,1,3,70,316.6499939,0.059999999,15.57999992,20.31999969,4934.450195,0.109999999,274.1400146,10,0,1,0,7,25,321,266,120,0
15,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,71,0
5,1,1,1,12,39.86000061,0.209999993,4.670000076,8.539999962,186.0299988,0.01,10.32999992,3,0,0,0,61,89,535,303,1,0
24,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,138,0
28,3,1,3,54,256.7600098,0.100000001,9.600000381,26.75,2464.929932,0.090000004,136.9400024,21,0,5,0,8,49,264,171,100,0
21,2,1,2,31,121.1100006,0.209999993,4.670000076,25.95000076,565.2000122,0.039999999,31.39999962,13,3,3,0,58,161,114,54,71,0
24,3,1,3,79,371.3299866,0.109999999,9.260000229,40.08000183,3440.310059,0.119999997,191.1300049,18,0,1,2,66,62,384,273,100,0
12,4,1,2,39,168.5599976,0.140000001,7,24.07999992,1179.890015,0.059999999,65.55000305,10,0,0,0,4,4,208,54,100,0
31,5,1,2,61,296.3399963,0.07,13.46000004,22.02000046,3988.199951,0.100000001,221.5700073,29,0,0,0,14,25,369,115,112,0
11,2,1,1,16,53.15000153,0.170000002,5.829999924,9.109999657,310.0499878,0.02,17.21999931,9,0,0,0,61,89,34,349,71,0
4,1,1,1,8,24,0.400000006,2.5,9.600000381,60,0.01,3.329999924,2,0,0,0,54,89,422,231,1,0
4,1,1,1,5,11.60999966,0.670000017,1.5,7.739999771,17.40999985,0,0.970000029,2,0,0,0,30,71,263,125,1,0
131,16,4,3,410,2606.600098,0.029999999,39.09999847,66.66000366,101926.8984,0.870000005,5662.609863,95,10,23,1,23,123,180,114,73,0
4,1,1,1,7,19.64999962,0.5,2,9.829999924,39.29999924,0.01,2.180000067,2,0,0,0,41,89,353,231,1,0
26,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,138,0
4,1,1,1,7,19.64999962,0.5,2,9.829999924,39.29999924,0.01,2.180000067,2,0,0,0,41,89,353,231,1,0
4,1,1,1,12,41.50999832,0.289999992,3.5,11.85999966,145.3000031,0.01,8.069999695,2,0,0,0,61,101,535,303,1,0
4,1,1,1,5,11.60999966,0.670000017,1.5,7.739999771,17.40999985,0,0.970000029,2,0,0,0,30,71,263,125,1,0
4,1,1,1,5,11.60999966,0.670000017,1.5,7.739999771,17.40999985,0,0.970000029,2,0,0,0,30,71,263,125,1,0
33,3,1,3,109,563.5200195,0.090000004,11.22000027,50.22000122,6322.709961,0.189999998,351.2600098,23,0,6,2,7,80,460,353,100,0
23,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,100,0
37,3,1,3,118,619.2600098,0.090000004,11.40999985,54.29000092,7064.100098,0.209999993,392.4500122,26,0,7,2,7,85,478,371,100,0
41,9,1,5,277,1409.22998,0.02,57.13999939,24.65999985,80527.27344,0.469999999,4473.740234,39,0,0,0,19,42,148,436,22,0
4,1,1,1,9,27,0.400000006,2.5,10.80000019,67.5,0.01,3.75,2,0,0,0,54,89,466,231,1,0
12,2,1,2,19,70.30999756,0.239999995,4.079999924,17.21999931,287.0899963,0.02,15.94999981,7,1,2,0,61,125,49,412,71,0
9,1,1,1,23,92,0.25999999,3.890000105,23.65999985,357.7799988,0.029999999,19.87999916,5,0,2,0,61,161,65,4,1,0
5,1,1,1,10,31.70000076,0.330000013,3,10.56999969,95.09999847,0.01,5.28000021,3,0,0,0,58,89,507,231,1,0
80,18,15,13,195,1127.369995,0.039999999,26,43.36000061,29311.49023,0.379999995,1628.420044,62,6,10,0,21,93,45,430,76,0
63,11,1,11,174,877.7199707,0.02,42.59999847,20.60000038,37391.07031,0.289999992,2077.280029,48,9,3,1,16,49,13,414,15,0
5,1,1,1,10,31.70000076,0.330000013,3,10.56999969,95.09999847,0.01,5.28000021,3,0,0,0,58,89,507,231,1,0
5,1,1,1,10,31.70000076,0.330000013,3,10.56999969,95.09999847,0.01,5.28000021,3,0,0,0,58,89,507,231,1,0
22,4,1,2,77,381.4700012,0.07,14,27.25,5340.620117,0.129999995,296.7000122,16,0,4,0,10,62,376,266,120,0
18,3,3,1,42,189.9900055,0.079999998,12.43999958,15.27000046,2364.320068,0.059999999,131.3500061,11,0,3,1,10,161,220,80,100,0
28,4,4,3,73,361.6600037,0.090000004,11.18999958,32.31000137,4048.540039,0.119999997,224.9199982,20,3,3,0,9,66,369,240,120,0
18,2,1,2,43,188.8699951,0.090000004,11.38000011,16.60000038,2148.389893,0.059999999,119.3600006,11,0,1,0,9,148,252,54,71,0
42,15,11,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,70,0
149,10,1,8,580,3578.560059,0.050000001,20.20999908,177.0299988,72337.96094,1.190000057,4018.780029,135,3,8,1,66,130,260,215,51,0
13,1,1,1,1,0,0,0,0,0,0,0,1,10,0,0,2,1,2,1,1,0
23,3,1,3,47,199.6499939,0.090000004,10.56000042,18.90999985,2107.439941,0.07,117.0800018,12,5,4,0,4,161,241,115,100,0
77,7,4,6,237,1344.359985,0.059999999,17.11000061,78.58999634,22995.71094,0.449999988,1277.540039,51,13,10,0,9,99,75,5,22,0
127,17,5,8,299,1879.339966,0.029999999,35.63000107,52.75,66951.32031,0.629999995,3719.52002,99,17,8,0,31,111,133,24,74,0
13,3,1,3,25,97.66999817,0.180000007,5.710000038,17.09000015,558.1300049,0.029999999,31.01000023,11,0,0,0,65,137,91,4,100,0
10,3,3,2,20,80,0.170000002,5.829999924,13.71000004,466.6700134,0.029999999,25.93000031,6,0,1,0,4,125,65,412,100,0
15,4,4,3,29,127.3799973,0.109999999,9,14.14999962,1146.390015,0.039999999,63.68999863,10,0,2,0,10,137,152,452,120,0
15,4,4,3,29,127.3799973,0.109999999,9,14.14999962,1146.390015,0.039999999,63.68999863,10,0,2,0,10,137,152,452,120,0
15,3,1,3,31,121.1100006,0.129999995,7.429999828,16.29999924,899.7000122,0.039999999,49.97999954,10,3,0,0,65,137,127,41,100,0
13,1,1,1,46,175.1399994,0.07,15.30000019,11.44999981,2679.620117,0.059999999,148.8699951,9,0,1,0,66,113,252,92,1,0
6,1,1,1,12,41.50999832,0.289999992,3.5,11.85999966,145.3000031,0.01,8.069999695,3,0,0,0,61,101,535,303,1,0
4,1,1,1,5,11.60999966,0.670000017,1.5,7.739999771,17.40999985,0,0.970000029,2,0,0,0,30,71,263,125,1,0
4,1,1,1,5,11.60999966,0.670000017,1.5,7.739999771,17.40999985,0,0.970000029,2,0,0,0,30,71,263,125,1,0
8,1,1,1,14,44.38000107,0.270000011,3.75,11.82999992,166.4199982,0.01,9.25,4,0,2,0,54,101,535,387,1,0
43,4,3,3,150,792.8099976,0.050000001,21.56999969,36.75999832,17097.13086,0.25999999,949.8400269,27,6,8,0,13,77,556,393,120,0
11,1,1,1,30,114.2200012,0.150000006,6.5,17.56999969,742.4299927,0.039999999,41.25,4,3,2,0,61,137,114,41,1,0
68,9,9,8,208,1185.689941,0.029999999,31.5,37.63999939,37349.28125,0.400000006,2074.959961,46,14,6,0,20,91,43,459,44,0
31,6,1,5,93,473.1300049,0.059999999,16.96999931,27.87000084,8030.830078,0.159999996,446.1600037,28,0,1,0,11,69,423,318,10,0
22,3,1,3,47,212.6100006,0.109999999,9.270000458,22.93000031,1971.449951,0.07,109.5299988,14,0,6,0,8,15,264,92,100,0
24,7,3,2,63,292.5599976,0.090000004,10.61999989,27.55999947,3105.669922,0.100000001,172.5399933,22,0,0,0,8,33,354,159,22,0
20,4,4,2,113,584.2000122,0.039999999,23.5,24.86000061,13728.74023,0.189999998,762.710022,17,0,3,0,16,66,492,336,120,0
13,3,1,1,34,138.9700012,0.119999997,8.43999958,16.46999931,1172.589966,0.050000001,65.13999939,10,0,1,0,66,148,138,67,100,0
13,3,1,1,34,138.9700012,0.119999997,8.43999958,16.46999931,1172.589966,0.050000001,65.13999939,10,0,1,0,66,148,138,67,100,0
6,1,1,1,14,50.18999863,0.400000006,2.5,20.07999992,125.4700012,0.02,6.96999979,3,0,1,0,54,137,507,412,1,0
4,1,1,1,5,11.60999966,0.670000017,1.5,7.739999771,17.40999985,0,0.970000029,2,0,0,0,30,71,263,125,1,0
34,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,34,0
74,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,59,0
4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
4,1,1,1,5,11.60999966,0.670000017,1.5,7.739999771,17.40999985,0,0.970000029,4,0,0,0,30,71,263,125,1,0
6,1,1,1,10,31.70000076,0.400000006,2.5,12.68000031,79.25,0.01,4.400000095,4,0,0,0,54,101,466,303,1,0
11,1,1,1,58,258.6400146,0.170000002,5.829999924,44.34000015,1508.77002,0.090000004,83.81999969,8,0,1,0,61,49,293,182,1,0
7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
6,1,1,1,12,41.50999832,0.330000013,3,13.84000015,124.5400009,0.01,6.920000076,6,0,0,0,58,113,507,349,1,0
12,1,1,1,68,311.7799988,0.180000007,5.5,56.68999863,1714.780029,0.100000001,95.26999664,10,0,0,0,58,66,312,258,1,0
4,1,1,1,5,11.60999966,0.670000017,1.5,7.739999771,17.40999985,0,0.970000029,2,0,0,0,30,71,263,125,1,0
23,5,5,4,47,209.5899963,0.100000001,10.19999981,20.54999924,2137.850098,0.07,118.7699966,13,8,2,0,8,4,264,92,138,0
16,5,4,5,71,351.75,0.090000004,10.82999992,32.47000122,3810.600098,0.119999997,211.6999969,10,0,4,0,9,66,361,232,138,0
21,2,1,2,40,175.6900024,0.209999993,4.75,36.99000168,834.539978,0.059999999,46.36000061,14,0,5,0,61,42,163,115,71,0
13,1,1,1,24,93.76999664,0.330000013,3,31.26000023,281.2999878,0.029999999,15.63000011,7,0,4,0,54,4,49,30,1,0
5,1,1,1,9,25.27000046,0.670000017,1.5,16.84000015,37.90000153,0.01,2.109999895,3,0,0,0,30,101,422,303,1,0
4,1,1,1,5,11.60999966,0.670000017,1.5,7.739999771,17.40999985,0,0.970000029,2,0,0,0,30,71,263,125,1,0
4,1,1,1,6,15.51000023,0.5,2,7.75,31.02000046,0.01,1.720000029,2,0,0,0,41,71,353,125,1,0
50,3,1,3,148,746.5700073,0.129999995,8,93.31999969,5972.560059,0.25,331.8099976,38,1,9,0,58,85,526,417,100,0
7,2,1,1,13,39,0.200000003,5,7.800000191,195,0.01,10.82999992,5,0,0,0,54,89,507,387,71,0
5,1,1,1,12,41.50999832,0.25,4,10.38000011,166.0500031,0.01,9.229999542,3,0,0,0,65,89,560,231,1,0
